Nom,Type de whisky,Degré d'alcool,Brasserie,Pays,Prix,Epicé/Boisé,Tourbé/Fumé,Iodé,Fruité,Floral/Végétal,Malté,Organique,Vivacité,Pâtissier,Visuel,Odeur,Goût,Ancienneté,Description,Url
PENDERYN MADEIRA 46%,SINGLE MALT,46.0,PENDERYN,PAYS DE GALLES,58.0,0,0,0,10,0,0,0,4,4,Or jaune,"Fraîcheur, fruité, caramel, raisins","Vive et ronde, fruits tropicaux, raisins, vanille",0,"En plus d'être l'unique distillerie de whisky au Pays de Galles, la maison Penderyn fait aussi figure d'exception dans le monde entier de part son équipe de distillation composée à 100% de femmes.
Pas encore convaincu par le caractère singulier de cette maison ? Sachez-que le groupe d'amis qui a ouvert cette distillerie en 2000 a décidé d'utiliser un alambic à repasse surmontée d'une colonne de distillation nommée Faraday.
C'est dans cet alambic si particulier qu'est distillé le Penderyn Madeira. Dans un premier temps maturé en fût ex-bourbon, ce whisky termine ensuite son vieillissement en fût de madère à l'instar de son frère aîné, le Penderyn Legend.
Le résultat est épatant de fruité aussi bien au nez qu'en bouche, avec des notes à la fois fraîche et exotique. Complexe et équilibré, il vous conduira sur une finale douce et suave des plus agréables.",https://vandb.fr/penderyn-madeira-46-.html
BRUICHLADDICH THE CLASSIC LADDIE 50%,SINGLE MALT,50.0,BRUICHLADDICH,ECOSSE,59.9,0,0,6,4,6,8,0,8,4,Or clair,"Sucre d'orge, menthe, fleurs sauvages, embruns marins, fruits caramélisés, citron, miel, orange","Fraîche, chêne, orge, air marin, fruits verts mûrs, sucre brun",0,"Bruichladdich est une distillerie emblématique de l'île d'Islay créée en 1881. Elle produit 3 gammes de whiskies : Bruichladdich (non tourbé), Port Charlotte (très tourbé) et Octomore (ultra tourbé). Ré-ouverte depuis le début des années 2000 sous l'impulsion de Mark Reynier et de l'emblématique maître distillateur Jim McEwan, elle met en avant le terroir écossais et le savoir-faire traditionnel. Une grande partie des équipements d'origines datent du début XIXème siècle comme la cuve de brassage à ciel ouvert en bois où encore les alambics élancés de la ""still house"". La production est essentiellement réservée aux single malts de la distillerie.
L'édition The Classic Laddie est un assemblage minutieux réalisé par le successeur de Jim McEwan, Adam Hannet, qui sélectionne dans les chais des fûts de chêne américains pour obtenir ce whisky délicat et élégant. Toujours soucieux de la transparence envers le consommateur, The Classic Laddie est réalisé à partir d'orge 100% écossais, non filtré à froid et embouteillé dans sa couleur naturelle à 50% afin de préserver les huiles essentielles et les arômes qui le caractérisent. La distillerie propose même sur son site la composition exacte de l'assemblage de la bouteille grâce au code imprimé sur celle-ci.
Le résultat est un single malt raffiné, proposant des notes maltées et florales, accentuées par le côté marin plein de fraîcheur !",https://vandb.fr/bruichladdich-the-classic-laddie-50-.html
DALMORE 15 ANS 40%,SINGLE MALT,40.0,DALMORE,ECOSSE,99.9,10,0,0,8,0,0,0,2,6,Ambré doré,"Confiture d'orange, cannelle, muscade","Mandarine, vanille, gingembre, chocolat noir",15,"La célèbre distillerie à la tête de cerf vous présente son édition Dalmore 15 ans. Mais d'ailleurs, pourquoi une tête de cerf ? Pour comprendre, il faut remonter en 1867 lorsque la famille MacKenzie rachète la distillerie. Cette tête de cerf à 12 cors (pics du bois) est l'emblème de leur clan, il représente la royauté, et devient ainsi le symbole du whisky Dalmore.
Pour son single malt 15 ans d'âge, Dalmore a une fois de plus fait parler sa maîtrise du vieillissement en fûts de sherry. Tout commence par un premier vieillissement de 12 ans en fûts de chêne américain ayant contenu du bourbon. Ensuite, le whisky est réparti à parts égales dans trois types de fûts de sherry, à savoir Amoroso, Oloroso Apostoles et Matusalem, pour un séjour de 3 ans supplémentaires. L'ensemble est ensuite rassemblé dans un unique fût pour harmoniser les saveurs. Le résultat est un whisky riche et gourmand, parfaitement équilibré. Les fruits ouvrent le bal dans un registre brioché et vanillé, puis laissent place aux épices et au chocolat pour une finale d'une rare élégance !",https://vandb.fr/dalmore-15-ans-40-.html
BUSHMILLS 16 ANS 40%,SINGLE MALT,40.0,BUSHMILLS,IRLANDE,89.0,6,0,0,10,0,0,0,4,0,Rubis,"Fruits, épices","Fruits, épices, noix",16,"Reconnue comme étant la plus ancienne distillerie de whiskey au monde, The Old Bushmills a reçu officiellement sa licence de fabrication en 1608 par le roi Jacques 1er d'Angleterre. Depuis cette date, la distillerie n'a jamais cessé son activité, restant ainsi la seule sur le territoire d'Irlande du Nord.
Ce Bushmills 16 ans a été distillé trois fois comme le veut la tradition irlandaise. En plus de son grand compte d'âge, le vieillissement dans plusieurs types de fûts lui a permis de développer une large palette aromatique. Bushmills 16 ans est issu de l'assemblage de whiskeys vieillis en fûts de bourbon et de sherry, affinés une année supplémentaire en fûts de porto pour une maturation parfaite.
Un des Bushmills les plus aboutis de la distillerie, riche et complexe, intensément marqué par le bois, ce qui lui a valu de nombreuses récompenses sur la scène internationale !",https://vandb.fr/bushmills-16-ans-40-.html
BUSHMILLS 10 ANS 40%,SINGLE MALT,40.0,OLD BUSHMILLS,IRLANDE,36.9,4,0,0,6,6,8,0,6,0,Or,"Céréales, agrumes et réglisse. Huile de lin, fleurs, trèfle et vanille","Crémeuse, finement boisée, notes d'amande et de miel.",10,"Bushmills 10 ans est un Single Malt typiquement irlandais ! Il est issu d'une triple distillation en alambics Pot Still comme pratiqué traditionnellement dans la distillerie Old Bushmills. Son vieillissement se déroule majoritairement en fûts de chêne américains (ex-bourbon) bien qu'un petit pourcentage bénéficie des caractéristiques de fûts de chêne espagnols ayant contenus du sherry.
Cette combinaison lui permet d'acquérir une certaine fraîcheur, gourmande et vive, sur des notes de vanille (ex-bourbon) tandis que les fûts de sherry lui apportent de petites touches d'épices.
Les connaisseurs du monde entier apprécient ce Bushmills 10 ans pour son côté corsé mais moelleux et souple sur le final. Typiquement Irish !",https://vandb.fr/bushmills-10-ans-40-.html
TULLIBARDINE SOVEREIGN 43%,SINGLE MALT,43.0,TULLIBARDINE,ECOSSE,43.9,4,0,0,6,6,6,0,6,8,Or clair,"floral, malt doux","Vanille, caramel, poire, épices douces",0,"Rachetée en 2003, cette distillerie des Highlands a véritablement pris un essor considérable. Toute la stratégie a été revue et corrigée, l'heure était venue de développer une gamme de whiskies digne des capacités et du savoir-faire de la distillerie Tullibardine. 10 ans plus tard, la nouvelle gamme de 6 whiskies voit le jour avec comme porte-étendard et incontournable de la maison : le Tullibardine Sovereing.
Par ailleurs, sovereing signifiant souverain, c'est rapidement que ce single malt fût couronné de succès en remportant plusieurs distinctions.
Vieilli en fût ex-bourbon first fill, le Tullibardine Sovereign exalte au nez des notes maltées et florales élégantes. La bouche ronde nous offre une belle gourmandise où dialoguent fruits du verger, vanille et épices douces. La finale équilibrée offre une belle longueur.",https://vandb.fr/tullibardine-sovereign-43-.html
KIRIN FUJI SANROKU 50%,BLENDED,50.0,FUJI SANROKU DISTILLERY,JAPON,45.9,6,0,0,10,10,4,4,6,0,Doré,"Floral, fruits japonais, notes de cacao","Épices, cerise, pralin, toasté",0,"Le Mont Fuji, au delà d'être le point culminant du Japon, est un symbole fort du pays que l'on retrouve dans bien des représentations. C'est au pied de cette montagne, 3000 mètres plus bas (mais à 620 mètres tout de même), que se trouve la distillerie Fuji Gotemba, à l'origine du whisky Kirin Fuji Sanroku.
Le Master Distiller Jota Tanaka a sélectionné pas moins de cinq batches pour fabriquer ce blended whisky qui signifie ""au pied du mont Fuji"". C'est un mix de whiskies de grain et de whiskies de malt distillés en alambics à repasse, puis vieillis en petits fûts de chêne blanc. Il ne subit pas de filtration à froid avant d'être embouteillé.
A la dégustation, Kirin Fuji Sanroku révèle une complexité et une variété d'arômes impressionnante, entre fruits et épices, notes pâtissières et notes toastées. Une belle gourmandise japonaise à découvrir !",https://vandb.fr/kirin-fuji-sanroku-50-.html
CONNEMARA DISTILLERS EDITION 43%,SINGLE MALT,43.0,COOLEY,IRLANDE,43.9,6,8,0,6,0,0,0,8,0,Or clair,"Fumée de tourbe, fruits blancs","Tourbe puissante, fruits jaunes, poivre, gingembre",0,"Sous ce nom qui incite à pousser la chansonnette, se cache un whiskey irlandais de la distillerie Cooley, qui puise son inspiration dans la région du Connemara. La marque est la seule en Irlande a produire des whiskeys tourbés.
Pour cette Distillers Edition, la proportion d'orge malté tourbé utilisée s'élève à 75%, lui donnant ainsi un caractère affirmé. Contrairement à bon nombre de ses collègues Irish, Connemara pratique une double distillation et non une triple, une particularité assumée et faisant la différence.
Réservé pour le marché français, ce whiskey est un assemblage de malts vieillis en fûts de bourbon et de xérès. Il révèle en bouche une belle puissance de tourbe, accompagnée de fruits jaunes avant de développer des notes poivrées, et de gingembre.
Un Irish whiskey original !",https://vandb.fr/connemara-distillers-edition-43-.html
GLENMORANGIE NECTAR D'OR 46%,SINGLE MALT,46.0,GLENMORANGIE,ECOSSE,59.9,4,0,0,10,4,4,0,0,6,Or,"Onctueux, rond, fruits jaunes, ananas, abricots confis","Soyeuse, ronde, mielleuse, équilibrée",0,"Glenmorangie, c'est d'abord l'histoire d'un homme : William Matheson, qui cherchait calme et plénitude pour inspirer ses créations maltées. En 1843, il découvre les rives de Dornoch Fith, et décide d'y élire domicile.
Précurseur dans l'affinage en fûts de vin dans les années 80, la distillerie Glenmorangie nous régale littéralement avec cette version en fut de Sauterne. Nectar d'Or a d'ailleurs été désigné par World Whiskies Awards en 2008 comme le meilleur single malt des Highlands.
Ce whisky est souple, rond, suave, mielleux, fruité. Il est l'allié des personnes qui débutent dans le monde du whisky, comme des amateurs? par sa générosité et sa légèreté...",https://vandb.fr/glenmorangie-nectar-d-or-46-.html
"NIKKA FROM THE BARREL 51,4%",BLENDED,51.4,NIKKA - MULTIPLES,JAPON,45.0,8,0,0,10,4,0,4,10,0,Vieil Or,"Lilas, abricots, clou de girofle, cuir","Poivre, chêne, pêche mûre, pomme caramélisée, chèvrefeuille, prune",0,"C'est en 1929 que le véritable premier whisky japonais est lancé par Masataka Taketsuru. Et on ne peut pas parler de Taketsuru sans parler de son histoire et de ses deux passions : sa femme Rita et le whisky.
Passionné par les eaux de vies de malt, Taketsuru, encouragé par sa femme, s'exile en Ecosse en 1919. Là, il apprend tout ce qu'il y a à savoir, passant de distilleries en distilleries. Longmorn, James Calder se sont ventés d'avoir accueilli le grand maître.
En 1922, Taketsuru et sa femme rentrent au Japon. De là, il rejoint la grande maison Suntory et supervise la distillerie Yamazaki, puis construit sa propre distillerie Yoichi en 1934. Depuis le groupe possède plusieurs distilleries comme la magnifique Miyagikyo.
Véritable père fondateur du whisky japonais, Taketsuru vous présente ici son Nikka from the barrel. Une bouteille carrée identitaire pour un whisky d'exception issus des assemblages de Miaygikyo et de Yoichi.
En bouche, découvrez un whisky épicé, boisé et sur les fruits caramélisés. La finale est longue aux notes de bourbon (bois et vanille) et de fruits mûrs.",https://vandb.fr/nikka-from-the-barrel-51-4-.html
PLATTE VALLEY 40%,CORN WHISKY,40.0,MCCORMICK,ETATS-UNIS,39.9,8,0,0,4,6,0,0,4,4,Paille claire,"frais, épicé, maïs, vanille","Épis de maïs, vanille, pécan",3,"C'est dans la distillerie McCormick aux Etats-Unis qu'est produit ce Corn whiskey. Situé dans l’État du Missouri, voisin du Kentucky, terre du bourbon, et du Tennessee, fief du célèbre Tennessee whiskey, Platte Valley a su se démarquer de ces 2 styles de whiskeys.
Bien qu'utilisant plus de 80% de maïs dans sa recette, il ne peut porter la mention ""bourbon"". La subtilité se trouve dans les fûts utilisés pour le vieillissement du Platte Valley. L'élevage de ce whiskey est réalisé en fûts de chêne ayant déjà contenus du whiskey alors qu'un bourbon doit obligatoirement vieillir en fûts de chêne neufs. Cette différence assumée par la marque offre un Corn whiskey floral et fruité qui vous transportera au beau milieu d'un champs de maïs américain. Son conditionnement atypique en cruchon de grès symbolise l'Amérique rurale telle que se l'imagine les européens.",https://vandb.fr/platte-valley-40-.html
PENDERYN LEGEND 41%,SINGLE MALT,41.0,PENDERYN,PAYS DE GALLES,41.0,0,0,0,10,0,0,0,6,6,Or clair,"Pomme, agrumes, crème anglaise, raisins secs","Onctueux, fruits frais, fruits secs, pâtissier",0,"L'Ecosse est bien sûr une terre mythique de whisky, mais saviez-vous que son voisin du sud, le Pays de Galles, en fabrique lui aussi ? Bon, il faut dire qu'il n'existe en tout et pour tout qu'une seule distillerie dans le pays. Pour cette fois, ce n'est pas le phénix qui renaît de ses cendres, mais le dragon gallois ! En effet, plus d'un siècle après l'arrêt du dernier alambic, la distillerie Penderyn fait renaître le whisky dans le pays à l'emblème de dragon, qui d'ailleurs orne l'étiquette de la bouteille de Penderyn Legend.
Ce single malt est vieilli en fûts ex-bourbon et connaît ensuite un finish de quelques mois en fût de madère, qui lui offre un fruité complémentaire.
Au nez, ce whisky est doux et fruité, avec des notes de pomme, d'agrumes, de raisins secs et de crème anglaise.
La bouche est crémeuse, sur des notes de fruits frais, de fruits secs et de fruits confits, avec une certaine fraîcheur qui équilibre l'ensemble.
La finale, pour changer, nous laisse sur ces notes fruitées persistantes sous couvert de vanille.",https://vandb.fr/penderyn-legend-41-.html
"TALISKER 18 ANS 45,8%",SINGLE MALT,45.8,TALISKER,ECOSSE,105.0,2,6,0,8,0,0,0,4,6,Cuivre,"Prunes, reine-claude, écorce d'orange, butterscotch, toffee, fumée","Fumée, goudron, toffee, épices",18,"La distillerie Talisker a été fondée en 1830 par Hugh MacAskill. Il n'existe qu'une seule distillerie sur l'île de Skye. Et qui dit île, dit whiskies iodés et tourbés. Talisker nous a habitué à des whiskies francs et puissants. Ici, le 18 ans est une version plus fine, plus douce, mais plus complexe. Une réussite qui prouve que Talisker sait faire de grandes choses.
Dans le verre, un premier nez aux notes de vanille, de chocolat, de noix, de cire d'abeille et de fruits confits vient nous chatouiller. A la seconde inspiration, les épices, la fumée et la tourbe nous envoûtent. Les embruns marins ne sont pas loin. Lorsque vous trempez les lèvres délicatement, vous pouvez sentir toute la finesse de ce whisky. Des notes d'oranges, de sucre, d'iodes et de tourbe s'entremêlent pour laisser place à une finale ferme et tourbée.
Un bonbon de tourbe !",https://vandb.fr/talisker-18-ans-45-8-.html
"ARDBEG CORRYVRECKAN 57,1%",SINGLE MALT,57.1,ARDBEG,ECOSSE,94.0,6,10,4,6,4,0,4,2,0,Ambré profond,"Cordes goudronnées, chocolat noir, cire, cassis, épines de pin, lard fumé.","Sauce au poivre, algues, café expresso, cerise, myrtille, anis étoilé.",0,"Le golfe de Corryvreckan est un détroit situé entre les îles de Jura et de Scarba. Connu pour abriter le troisième plus grand tourbillon permanent du monde, Corryvreckan, qui signifie ""chaudron d'eau bouillonnante"", est une démonstration de la puissance des mers. Pour la petite anecdote, on dit qu’un jeune viking du nom de Breacan, a dû survivre 3 jours et 3 nuits au cœur de ce tourbillon pour prouver son amour à la fille du Lord of the Isles. Romantique n'est-ce pas ? C'est sous ce nom, prononcé ""Coirebhreacain"", qu'Ardbeg a dévoilé l'un de ses derniers single malt permanents.
Puissant et viril, ce whisky au profil tourbé et fumé s'appuie sur des arômes de fruits noirs, de poivre et d'anis. Le résultat est merveilleusement bien équilibrée.",https://vandb.fr/ardbeg-corryvreckan-57-1-.html
GLENMORANGIE THE LASANTA 12 ANS 43%,SINGLE MALT,43.0,GLENMORANGIE,ECOSSE,49.9,4,0,0,10,0,0,0,0,6,Roux,"Chocolat, miel, caramel, crème brûlée, abricots caramélisés, noisette","Raisins secs, orange, noix, caramel, épicé, chocolat, noisette",12,"Glenmorangie est la création de William Matheson, un amoureux des Highlands. Caractérisé comme innovant et avec le souci du détail, Monsieur Matheson n'a jamais cessé de se réinventer. Il a transmis cette passion et cet art de la remise en question aux générations suivantes, qui l'ont transmises à leur tour.
Glenmorangie The Lasanta résulte de cette passion. Ce mot gaélique signifie d'ailleurs passion et chaleur. Côté whisky, ce 12 ans d'âge a d'abord vieilli en fûts de bourbon puis en fût de sherry.
Les fûts de sherry sont les plus chers du marché. Mais comme on vous l'a expliqué, chez Glenmorangie, on ne lésine pas avec la perfection.
On obtient un whisky fin, élégant et puissant à l'image de la maison. Des notes gourmandes et chocolatées, suivies du caramel et des fameux fruits secs : de l'abricot. Un délice ! On succombe. Et vous ?",https://vandb.fr/glenmorangie-the-lasanta-12-ans-43-.html
CAOL ILA MOCH 43%,SINGLE MALT,43.0,CAOL ILA,ECOSSE,49.9,6,10,6,0,4,0,4,6,0,Or clair,"Air marin, médicinal, fumé de tourbe, feu de bois","Douce et iodée, pointe d'acidité, tourbe, médicinale",0,"Caol Ila est la distillerie la plus productive d'Islay avec quelques 3,5 millions de litres de whisky par an. Construit en 1846, l'établissement a évolué au cours du temps, s'adaptant aux aléas de l'histoire et à ses différents propriétaires. C'est dans les années 70, sous l'impulsion des blended whiskies, que la production a considérablement augmenté afin de répondre à la demande. Maintenant propriété du géant Diageo, Caol Ila commercialise principalement des single malts en son nom propre ou via des embouteilleurs indépendants, tout en restant appréciée des maîtres assembleurs.
Petit point technique : les énormes alambics en forme d'oignon sont toujours chargés à moitié afin de faciliter le reflux. Le passage des vapeurs dans les larges et longs cols de cygne des alambics offre un whisky plutôt léger et moelleux, avec une influence marine bien présente grâce à l'eau locale utilisée.
L'édition Caol Ila Moch est une expression ""brute"" de la distillerie. Sans fioriture, sans contrainte d'âge ou de bois de fût, ce single malt tourbé est apprécié pour ses arômes, un point c'est tout !
Un must have pour tout amateur d'Islay.",https://vandb.fr/caol-ila-moch-43-.html
LAGAVULIN 16 ANS 43%,SINGLE MALT,43.0,LAGAVULIN,ECOSSE,65.0,4,10,6,0,6,0,0,6,0,Cuivre profond,"Intense, tourbe, iode, algues","Fumée de tourbe, douceur, embruns marin, iode, chêne toasté, algues",16,"Lagavulin, est la toute première distillerie à avoir produit du whisky sur l'île d'Islay. Au fait, pour l'anecdote, en Ecosse, on prononce ""Isla"" et non Islay.
Reprenons. La distillerie se trouve donc sur l'ïle d'Islay, le chai les pieds dans l'eau, ce qui apporte au whisky ses notes marines si particulières.
L'orge du 16 ans provient de la célébrissime distillerie Port Ellen, sa voisine, qui appartient au même groupe : DIAGEO.
Le 16 ans est un single malt iodé et fumé. Il s'accordera parfaitement avec un saumon fumé ou des huîtres qui feront ressortir son boisé et ses notes vanillées.
Belle dégustation !",https://vandb.fr/lagavulin-16-ans-43-.html
"TALISKER PORT RUIGHE 45,8%",SINGLE MALT,45.8,TALISKER,ECOSSE,49.9,4,6,0,8,0,0,0,4,0,Ambré profond,"Fumée douce, fruits riches et concentrés, prunes mûres","Fumée et juteuse, poivre, tourbe, épices, fruits noirs, cacao",0,"Talisker fabrique les seuls Single Malt Scotch Whisky de l'île de Skye. La distillerie a été fondée par Hugh MacAskill en 1830. Presque 200 ans après, le savoir-faire et les qualités des whiskies Talisker ne sont plus à prouver. Marins et trèstourbés, Talisker a su imposer son style si particulier fait pour les palais avertis.
Néanmoins, si vous souhaitez découvrir la gamme, le Talisker Port Rhuighe est un parfait entrant. Affiné en fût de porto ce single malt est presque aussi tourbé qu'épicé. Au nez, on découvre un whisky au profil chaleureux. Les épices s'entremêlent avec le malt et la tourbe. En bouche, les fruits noirs prennent le relais face à une tourbe moelleuse et aux notes épicées et salées.
Un whisky tout en rondeur pour vous qui souhaitez découvrir l'univers de la tourbe.",https://vandb.fr/talisker-port-ruighe-45-8-.html
ARMORIK CLASSIC 46%,SINGLE MALT,46.0,WARENGHEIM,FRANCE,42.5,8,0,4,0,0,8,0,6,0,Doré,"Fruits à coque, pain grillé","Malt, fruits à coque, épices douces, iode",0,"Le whisky Armorik est élaboré en Bretagne dans la plus vieille distillerie de France, Warenghem.
Profitant d'un terroir et d'un climat proche de ses cousins irlandais et écossais, la distillerie a su faire ressortir le caractère breton à travers sa gamme de whiskies.
Armorik Classic est un incontournable de la marque. Ce single malt est vieilli en fûts de bourbon et de sherry, soigneusement assemblés par le maître de chais. Sur des notes fruitées de pommes mûres et d'anis étoilé, Armorik Classic est une valeur sûre pour se lancer dans le monde des whiskies français.",https://vandb.fr/armorik-classic-46-.html
BUSHMILLS RED BUSH 40%,BLENDED,40.0,BUSHMILLS,IRLANDE,25.0,4,0,0,6,0,0,0,0,10,Vieil or,"Pâtissier, caramel, vanille","Gourmand, fruit, caramel, vanille, chêne",0,"L'emblématique distillerie irlandaise Bushmills vous propose un blended whiskey onctueux et rond. Ce Red Bush est un assemblage de single malt et single grain irlandais distillés trois fois comme le veut la tradition de la maison.
Vieilli au moins trois ans en fûts de bourbon de 1er remplissage, ce sont les arômes de vanille, de caramel et de chêne toasté qui prédominent. Ce whiskey sera apprécié aussi bien pur qu'en long drink, accompagné d'un mixer tel que du ginger ale ou du ginger beer !
Exceptionnellement doux aussi bien en goût qu'en prix, ce Red Bush est idéal idéal pour s'initier au style Irish whiskey !",https://vandb.fr/bushmills-red-bush-40-.html
JOHNNIE WALKER BLUE LABEL 40%,BLENDED,40.0,GLEN ALBYN ET CAMBUS,ROYAUME-UNI,195.0,6,4,0,10,0,0,0,2,0,Or profond,"Fruits secs, fruits à coque, fumée","Noisettes, miel, cerises, oranges, gingembre, kumquat, bois de santal, chocolat noir, poivre, fruits secs, fumée douce",0,"Depuis 200 ans, Johnnie Walker rayonne grâce à son savoir-faire en matière d'assemblage, sillonnant l'Écosse d'un bout à l'autre, afin de sélectionner les précieux whiskies à assembler pour arriver aux goûts recherchés.
Pour Blue Label, Jim Beveridge, le Master Blender de la distillerie, s'est vu confier une mission de haute importance : élaborer un whisky permettant de retrouver la singularité des premiers assemblages de l'histoire de la distillerie. Rien que ça !
Il faut croire que Mr Beveridge s'est bien retroussé les manches et a donné de sa personne sur cette tâche d'envergure, car la mission est accomplie !
Ce Blue Label est un assemblage de single malts et de single grain rares qui s'accordent avec une très belle justesse.
Le nez dégage de belles notes boisées et légèrement fumées qui se mêlent à des senteurs de fruits secs. La bouche est intense et complexe. Elle exalte d'abord les fruits secs, l'orange, la noisette et la vanille, puis nous amène sur des notes de chocolat noir et de fumée. La finale ne déçoit pas, avec une belle longueur sur les épices et une tourbe subtilement présente.
Un whisky de cette élégance méritait bien une bouteille et un étui de haute facture : là aussi, c'est mission accomplie ! Chapeau bas Johnnie Walker.",https://vandb.fr/johnnie-walker-blue-label-40-.html
THE MATSUI SAKURA CASK 48%,SINGLE MALT,48.0,KURAYOSHI,JAPON,99.0,6,0,0,8,4,0,0,8,6,Or jaune,"Amandes, orange fraîche, melon, fin boisé","Épices gourmandes, agrumes, floral, poivre blanc, vanille",0,"Matsui brasse du saké et distille des eaux-de-vies 'shochu' depuis 1909. Forte de son savoir faire, la distillerie, qui produit également les whiskies Kurayoshi, est allée en Ecosse, chercher des eaux de vies tout juste distillées, les a vieillie au japon, ce qui l'a rendue célèbre.
A savoir, que le vieillissement en fûts Mizunara est très rare, représentant seulement 10% du parc de fûts mondial ! Le bois Mizunara est très complexe à travailler dans le vieillissement des eaux de vies, mais ses qualités et ses arômes sont typiques et exceptionnels.
Matsui Sakura Cask est un single malt aux notes japonaises : fleurs blanches, fleurs de cerisier, arômes fins et raffinés. Au nez Sakura est léger, sur des notes de fruits frais, comme l'orange, mais aussi sur l'amande. En bouche, les épices prennent le relais. La finale est poivrée et généreuse.
A déguster avec des sushis, évidemment !",https://vandb.fr/the-matsui-sakura-cask-48-.html
NIKKA DAYS 40%,BLENDED,40.0,NIKKA - MULTIPLES,JAPON,39.9,2,4,0,8,10,6,2,4,4,Doré,"Agrumes, fleurs blanches, poire, fleurs d'oranger","Vanille, céréales, malt, toffee, noix, tourbe fine",0,"Le voici, le voilà, le nouveau né de chez Nikka !
Nikka, c'est le mariage réussie de la tradition écossaise et de la précision japonaise. Experts reconnus en matière d’assemblage, les japonais confectionnent des blended whiskies caractérisés par leur finesse, leur douceur et leur complexité. Le Nikka Days ne déroge pas à la règle et Masataka Taketsuru, fondateur de la maison Nikka et Père du whisky japonais, serait fier de cette nouvelle édition.
Nikka Days est un blended whisky doux et onctueux concocté par les distilleries Miyagiko et Yoichi qui ont assemblé à la fois whiskies de grain et whiskies de malt. Le nez est à la fois fleuri et fruité. La bouche est sur les céréales, les notes maltées, le toffee et la vanille. Une très légère pointe tourbée se fait également sentir. La finale est fruitée et céréalière.
NIkka Days s'apprécie pur ou en highball, le célèbre cocktail japonais !",https://vandb.fr/nikka-days-40-.html
"POWERS GOLD LABEL 43,2%",BLENDED MALT,43.2,MIDLETON,IRLANDE,28.9,10,0,0,8,0,0,0,4,4,Or Clair,"Cannelle, clou de girofle, poivre blanc, pommes, poires, chêne toasté","Cannelle, poivron vert, muscade, fruits du verger, vanille, miel",0,"Gold Label est un whisky très très (très) populaire en Irlande et pour cause c'est le whisky le plus vendu !
Il provient de la célèbre distillerie de Midleton, connue notamment pour distiller les whiskies Green Spot et Redbreat.
Son prix doux en fait un whisky de tous les jours de qualité, ce qui explique certainement pourquoi les irlandais ne s'y s'ont pas trompé !
Depuis 2013, Le Gold Label a été promu au titrage en passant de 40 à 43,2 degrés. La raison ? Apporter plus de relief au whisky et permettre à sa trame aromatique de mieux s'exprimer, valorisant les épices et diminuant le côté malté, marqueur typique des whiskies irlandais. Un parti pris réussi puisqu'il a conquit toute l'Irlande !
A la dégustation, Powers Gold Label annonce un nez équilibré entre fruits, fleurs et un bouquet d'épices séducteur. La bouche est généreuse et en adéquation avec le nez, nous laissant ensuite sur une finale acidulées aux notes de petits fruits.",https://vandb.fr/powers-gold-label-43-2-.html
SMOKEHEAD 43%,SINGLE MALT,43.0,NON COMMUNIQUÉE,ECOSSE,53.0,8,10,0,4,0,0,0,4,0,Vieil or,"Fumée dense, lourde, tourbe, épices, citron, gingembre, confiture de prune","Poivre, tourbe, miel, fumée, agrumes",0,"Smokehead est née en 2006 avec, pour ambition, de ramener les jeunes générations vers les whiskies d'Islay qui ont fait chavirer les papilles de leurs aïeux ! Tout ça dans un bouteille qui claque !
Pour y arriver, la marque s'est tournée vers le monde des bars à cocktails, mais aussi vers l'univers de la bière en réalisant une collaboration avec la brasserie écossaise Brewdog, qui a fait du bruit en 2008 : de la bière vieilli en ex-fut de Smokehead, baptisée Paradox.
Smokehead est fier de son nom et le revendique. Ce whisky est une ode à la tourbe fumée d'Islay ! Issu d'un embouteillage indépendant, la distillerie d'origine de ce single malt reste un mystère. Il n'y a pas 36 distilleries sur Islay, mais bonne chance malgré tout pour trouver la bonne !
La dégustation de ce whisky pourra certainement vous aider. Avec un âge estimé entre 5 et 7 ans, ce single malt tourbé ne manque pas de complexité et annonce, au nez, une fumée dense et chargée, relevée par des notes d'agrumes et de gingembre. La bouche démarre plutôt doucement avec de belles notes de fruits exotiques, puis la claque de fumée ne se fait pas attendre. On est saisi ! La finale est résolument fumée, asséchante et suave, avec une deuxième petite claque pour la route, c'est cadeau !",https://vandb.fr/smokehead-43-.html
THE MATSUI MIZUNARA CASK 48%,SINGLE MALT,48.0,KURAYOSHI,JAPON,99.0,10,0,0,4,4,0,0,0,0,Vieil or,"Frais, vanille, épices, coco, floral","Riche, épices orientales, chêne, gingembre, caramel, tabac",0,"Après l'apparition de Nikka et son succès fulgurant, on attendait avec impatience l'arrivée de nouveaux whiskies japonais! C'est à ce moment que la brasserie de saké Matsui Shuzou arrive.
Maître du brassage et de la distillation depuis 1909, Matsui Shuzou, également producteur des whiskies Kurayoshi, se jette à corps perdu dans la recherche d'eaux de vies de malt écossaise qu'ils importent au japon. Une fois sur place, les whiskies ecossais sont assemblés avec des eaux de vies japonaises. The Matsui était né.
Un whisky complexe, vieilli dans un premier temps en fût de bourbon, il termine son repos dans des fûts de mizunara en chêne japonais, des fûts particulierement difficiles à travailler.
Le nez est frais, épicé et présente des notes de vanille. En bouche, le whisky est complexe malgré son jeune âge. Les épices orientales sont d'autant plus prononcées.",https://vandb.fr/the-matsui-mizunara-cask-48-.html
